ID	chviCounts.csv	cabrCounts.csv	stluCounts.csv	arjaCounts.csv	lothCounts.csv	angeCounts.csv	glsoCounts.csv	noleCounts.csv	moblCounts.csv	mawaCounts.csv	ptpaCounts.csv	deroCounts.csv
sp|Q8CCJ4|AMER2_MOUSE	0	0.0	0	0	0	0	0	12.0	0	0	0	0
sp|P01852|TCB1_MOUSE	0	0.0	0	0.0	0	0	0	0	0	0	0	0
sp|Q9Z186|G6PC2_MOUSE	0	0.0	0	0	0	0	0	0	0	0.0	0	0
sp|P02459|CO2A1_BOVIN	0	0.0	0	0	0	0	0	4.0	2.0	0.0	0	0
sp|P02458|CO2A1_HUMAN	0	0.0	0	0	0	0	0	0	0	0	0	0
sp|Q8R4P5|TMC1_MOUSE	0	0.0	0	0	0	0.0	3.0	0	5.0	0	2.737	0
sp|Q5W041|ARMC3_HUMAN	0	0.0	0	0.0	0	0	1.0	1.0	0	0	0	0
sp|Q8IYA2|C144C_HUMAN	0	1.0	0	1.0	0	0	0	0	0	0	0	0
sp|O60500|NPHN_HUMAN	0	0.0	0	0	0	0	0	0	3.0	0	2.0	0
sp|Q86VE0|MYPOP_HUMAN	0	0.0	0	0.0	0	0.0	0	0	0	0	0	0
sp|Q14623|IHH_HUMAN	0	0.0	0	0	0	0	0	0	0.0	0.0	0	0
sp|Q3T0Q8|UT14A_BOVIN	0	0.0	0	0	0	0	1.0	2.0	0	2.0	0	0
sp|Q4R1H1|TYRP2_PIG	0	1.0	0	0	0	0	0	0	6.0	0	0	0.0
sp|P11928|OAS1A_MOUSE	0	0.0	0	0	0	0	0	0	0	0	0	0
sp|Q8WX94|NALP7_HUMAN	0	0.0	0	0	0	0	0	0	0	0	0	0
sp|Q7Z3Z4|PIWL4_HUMAN	0	0.0	0.0	3.0	0.0	0	0	0	0	1.0	0	0
sp|Q8NGJ7|O51A2_HUMAN	0	0.0	0	0	0	0	0	0	0	0	0	0
sp|Q8NGJ6|O51A4_HUMAN	0	0.0	0	0	0	0	0	0	0	0	0	0
sp|O43173|SIA8C_HUMAN	0	0.0	0	0	0	0	0.0	0	0	0.0	0	0
sp|Q64689|SIA8C_MOUSE	0	0.0	0	0	0	0	0	0	0	0.0	0	0
sp|P61644|SIA8C_PANTR	0	0.0	0	0	0	0	0.0	0	0	0.0	0	0
sp|P05363|NK2R_BOVIN	0	0.0	0	0	0	0	0	0	0	0	0	0
sp|Q8IYF3|TEX11_HUMAN	0	0.0	0	0.0	0	0	0	0	2.0	0	0	0
sp|Q2KIE6|HMCS2_BOVIN	0	0.0	0	0	1.0	10.0	0	0	796.137	0	0	0
sp|P04114|APOB_HUMAN	0	0.0	0	0	0	0	0	0	0	0	3.0	0
sp|O35173|KCNS1_MOUSE	0	0.0	0	0.0	0	0	0	0	0	0	0	0
sp|Q2T9P0|EFCB3_BOVIN	0	0.0	0	0	0	0	0	0	0	0	0	0
sp|Q6QME8|AGO2_BOVIN	0	29.335	310.148	47.168	138.715	25.033	0.0	151.632	178.335	56.54	9.461	0.0
sp|Q04440|COX1_BACPE	0	373.353	0	0	0	0	0	0	0	0	0	0
sp|P41158|ELK4_MOUSE	0	372.766	0	0	0	58.547	61.0	0	0	0	1.651	2.0
sp|Q8VIJ6|SFPQ_MOUSE	0	0.0	583.018	178.052	983.258	672.245	0.0	1233.671	711.059	0.0	0	0.0
sp|O75116|ROCK2_HUMAN	0	614.498	321.355	1.0	551.845	70.195	726.495	11.0	838.623	3.674	47.936	23.004
sp|Q96JP5|ZFP91_HUMAN	0	871.476	1433.537	667.69	1858.696	714.121	495.417	3319.182	335.195	889.38	320.301	19.756
sp|O14512|SOCS7_HUMAN	0	0.0	263.18	158.512	0.0	142.0	0.0	3.725	89.957	14.0	23.783	4.586
sp|Q02353|NDST1_RAT	0	100.086	0	0	0.0	17.844	73.335	0	1010.259	726.0	509.913	787.402
sp|Q5R9G3|UBE4A_PONAB	0	23.433	0.0	0	0.0	0	0	0	5.331	0	8.07	21.368
sp|Q9T9X8|NU2M_PONPY	0	105.468	0	0	0	0	0	0	0	0	0	0
sp|Q8K4Q0|RPTOR_MOUSE	0	48.184	0	0	247.497	0	213.0	996.0	0.0	9.0	0	12.806
sp|Q9NZC3|GDE1_HUMAN	0	161.713	4.315	393.929	0.0	623.183	758.543	11.566	496.599	240.162	112.368	198.707
sp|F1MX48|UVSSA_BOVIN	0	6.0	3.703	0.0	0.0	5.0	0.0	34.601	530.565	13.0	6.997	0.0
sp|Q4G0F8|UBN1_MOUSE	0	8.291	304.142	350.0	0	218.0	33.284	21.694	33.08	310.0	171.771	27.0
sp|Q6ZQI3|MLEC_MOUSE	0	41.192	45.945	0	0	12.703	0.0	0	0	0.0	0	0
sp|Q5RDA9|FBX42_PONAB	0	0.0	154.794	5.0	37.0	1.0	42.0	66.019	27.759	8.0	2.568	2.0
sp|Q5U3Y0|KLD10_RAT	0	241.114	31.536	0	0	267.0	7.0	172.297	20.055	0.0	0	6.0
sp|Q6QNF3|PGFRB_CANLF	0	440.0	8.943	275.888	0	0.0	7.0	0.0	0.0	0.0	7.0	1.0
sp|Q86U28|ISCA2_HUMAN	0	61.142	0	48.738	0	91.096	219.0	211.136	19.183	145.397	0	10.883
sp|Q00560|IL6RB_MOUSE	0	583.664	175.543	0	0	0	0	0	0	0	0	0
sp|Q4KMQ2|ANO6_HUMAN	0	399.0	328.553	179.616	0.0	381.0	0.0	0.0	186.504	234.767	139.621	9.0
sp|O00472|ELL2_HUMAN	0	112.6	833.346	362.0	168.16	520.832	237.304	10.739	1151.534	388.611	3.21	420.572
sp|P30411|BKRB2_HUMAN	0	462.505	0	0	807.0	0	0	0	0	0	11.703	0.0
sp|P48067|SC6A9_HUMAN	0	347.222	30.901	0	382.55	0.0	6.482	403.0	0	144.375	0	11.0
sp|Q5RAV9|GUAD_PONAB	0	1515.115	17.277	0	0	2028.0	0	0	0	0	78.142	322.88
sp|Q63187|ELOA1_RAT	0	502.567	0	673.471	854.782	767.351	55.117	0	437.397	3.0	0	210.621
sp|Q6ZPJ3|UBE2O_MOUSE	0	344.0	0	44.735	0	143.311	0	3.295	0	280.511	0	0
sp|P21145|MAL_HUMAN	0	6043.9	13.397	54.144	223.828	10619.055	6256.109	0	2.0	494.365	6931.588	642.27
sp|P97792|CXAR_MOUSE	0	146.0	0	0	94.0	14.468	155.731	0	0	34.096	0	0.0
sp|Q9DBY1|SYVN1_MOUSE	0	73.0	16.455	683.0	27.595	0	0	1774.424	11.591	0.0	3010.602	0.0
sp|Q8CGF1|RHG29_MOUSE	0	222.0	3.0	323.174	31.903	0.0	0	206.256	21.767	81.715	0	32.0
sp|Q9QYP0|MEGF8_RAT	0	16.879	2.003	0.0	5.876	0.0	1.0	43.0	1.0	1.0	35.448	115.0
sp|Q28668|CO1A2_RABIT	0	573.0	655.0	314.973	0	317.0	36.083	81.0	0	42.402	4.0	1434.0
sp|Q9H223|EHD4_HUMAN	0	494.783	98.278	40.0	0	300.557	326.0	0	28.768	0.0	0	0.0
sp|Q9D783|KLH40_MOUSE	0	892.443	313.635	667.284	205.051	1152.323	36.139	0	0	0.0	207.962	203.343
sp|P97434|MPRIP_MOUSE	0	0.0	38.357	111.688	0.0	17.436	413.742	0.0	3.0	0.0	16.886	0
sp|Q3V038|TTC9A_MOUSE	0	679.0	1575.118	0	1.388	1059.0	1853.534	0	0	0	0	0
sp|O75356|ENTP5_HUMAN	0	21.533	0	0	448.05	0	0	33.0	52.768	0	0	0
sp|P29172|TAU_BOVIN	0	39.256	14.724	0	0	0	0	0	0	0	0	0.0
sp|O02828|TAU_CAPHI	0	39.256	14.724	0	0	0	0	0	0	0	0	13.39
sp|P10637|TAU_MOUSE	0	39.256	14.724	0	0	0	0	0	0	0	0	13.39
sp|Q5YCW1|TAU_PANTR	0	39.256	14.724	0	0.0	0	0	0	0.0	1.0	0	0.0
sp|Q9MYX8|TAU_PAPHA	0	39.256	14.724	0	147.606	99.272	0	59.451	16.317	62.018	0	14.465
sp|P19332|TAU_RAT	0	39.256	14.724	0	0	8.0	0	0	0	0	30.562	13.39
sp|P52655|TF2AA_HUMAN	0	0.0	9.912	0.0	0.0	80.807	15.666	9.718	59.07	33.0	0	3.0
sp|D3Z7P3|GLSK_MOUSE	0	305.739	0	2.345	0	0.0	0.0	8.267	1.166	38.323	0	23.493
sp|Q9MYX0|SC6A4_MACMU	0	436.817	0	0	0.0	82.36	108.0	758.665	10.0	8.574	10.0	29.873
sp|Q8CGF5|TLCD4_MOUSE	0	214.887	0	109.24	0	0	0	0.0	0.0	0	0	0.0
sp|A6QNM2|RRF2M_BOVIN	0	9.649	99.3	1.864	15.062	33.0	0	1.0	9.557	0.0	53.323	0.0
sp|A2VDL4|SATT_BOVIN	0	100.216	0	0	0	487.185	0	194.196	79.693	540.0	0	0
sp|Q1LZF8|CLCC1_BOVIN	0	184.0	347.236	0	108.0	0	0	13.261	65.787	0	0	0.0
sp|Q7TNP2|2AAB_MOUSE	0	815.906	0	0	0.0	82.574	0	0	40.097	0.0	0	8.0
sp|Q4QQT4|2AAB_RAT	0	319.094	4.263	348.0	0.0	82.574	0	0	0	0.0	0	8.0
sp|O54888|RPA2_RAT	0	246.948	0	0	0	0	0.0	0	0	0	0	0
sp|Q53TN4|CYBR1_HUMAN	0	518.024	0	780.763	0	0	219.242	0	0	0	0	0
sp|O73770|DGCR6_CHICK	0	13.139	0.0	0	0	0	0	2.119	0	0	0	9.867
sp|Q96SB4|SRPK1_HUMAN	0	276.741	808.608	330.692	624.15	307.348	183.472	745.52	63.828	24.18	12.415	391.499
sp|Q6ZVW7|I17EL_HUMAN	0	109.733	0	1.0	0	0	0	0	0	1.0	4.0	0
sp|Q3TT38|ILRUN_MOUSE	0	1154.662	66.814	1788.415	1219.618	5.875	967.383	2901.901	2893.404	1243.44	1780.536	560.442
sp|Q9NYJ8|TAB2_HUMAN	0	14.1	64.031	2.795	8.954	0.0	0.0	2.429	95.169	376.905	1146.158	91.388
sp|Q05397|FAK1_HUMAN	0	189.537	2.542	0	427.883	18.525	0.0	42.141	3.153	0	0	3.853
sp|P18066|RAB5A_CANLF	0	273.621	3.173	175.05	1790.381	539.982	936.503	13.106	962.19	549.0	1163.504	405.642
sp|P61271|RAB5A_MACFA	0	273.621	3.173	175.05	1790.381	539.982	936.503	13.106	962.19	549.0	1163.504	405.642
sp|P46735|MYO1B_MOUSE	0	45.0	15.719	2.0	0.0	19.0	20.0	3.758	1.0	0.0	14.441	7.0
sp|O75150|BRE1B_HUMAN	0	309.0	0	0.0	618.681	533.0	0	1223.548	0	1.0	529.726	0
sp|P0C5H6|TUTLA_RAT	0	101.0	36.003	21.226	138.834	85.0	7.0	75.253	326.299	67.0	15.924	53.882
sp|Q9NRX6|KISHB_HUMAN	0	203.834	0	0	302.114	41.19	181.369	0	520.841	186.0	102.57	329.0
sp|Q5RAU6|KISHB_PONAB	0	203.834	0	0	302.114	41.19	181.369	0	520.841	186.0	102.57	329.0
sp|Q62656|PTPRZ_RAT	0	59.263	20.969	0.0	9.0	0	197.0	0	206.454	0.0	9.492	1250.882
sp|O43353|RIPK2_HUMAN	0	22.0	10.398	132.0	0	0	110.0	19.787	0	11.0	284.055	0
sp|Q8K1I7|WIPF1_MOUSE	0	133.0	39.148	0	11.0	7.755	16.0	0.0	7.0	6.0	2.661	142.627
sp|O02839|MCP_PIG	0	340.632	152.48	110.734	1.0	0	161.816	34.072	178.143	199.059	181.782	37.645
sp|P10259|ENV_MMTVB	0	2.0	0	4.22	0	0	0	44.0	0	0	0	0
sp|P03374|ENV_MMTVG	0	25.227	0	4.22	0	0	0	44.0	0	0	0	0
sp|Q8R373|CLMP_MOUSE	0	299.75	8.347	0	0	0	1.155	0	0	0	0	0
sp|Q6P5G0|MK04_MOUSE	0	2.0	2.0	0	2.0	1.0	30.404	1.0	1.0	0.0	0	0.0
sp|Q5RD44|B3A2_PONAB	0	287.0	631.564	248.0	131.225	60.514	295.0	169.11	282.207	12.254	0	99.261
sp|Q8BFQ2|T229B_MOUSE	0	150.836	0	14.0	523.0	110.0	354.684	2283.445	4.0	1.962	0	104.261
sp|P80203|ACVL1_RAT	0	19.936	23.59	74.0	136.0	6.0	17.115	0.0	3.143	0	0	215.475
sp|Q5R644|API5_PONAB	0	1142.647	0	328.374	921.329	305.137	530.1	0	0	0	249.123	534.952
sp|Q8BWQ6|VP35L_MOUSE	0	149.0	0	4.0	0	90.629	0	0	0	0	0	237.594
sp|Q5RBN8|LIN54_PONAB	0	344.884	264.122	148.843	7.343	259.533	0.0	28.532	87.244	18.0	163.0	1.0
sp|P42335|IP3KB_RAT	0	73.751	68.762	44.838	107.088	715.869	127.492	0	461.818	173.0	0	151.304
sp|P97386|DNLI3_MOUSE	0	166.0	0	47.578	0	256.0	64.0	56.66	285.956	209.0	0	164.0
sp|Q5REG1|SART3_PONAB	0	98.137	0	0	105.042	2.546	0	0	268.641	0	0	0
sp|Q9JK53|PRELP_MOUSE	0	88.303	30.768	21.12	0	2.469	31.0	0	84.583	3.0	67.741	121.0
sp|Q4R8H2|DNJC2_MACFA	0	222.889	0	0	0	0	530.16	0	11.7	0	0	0
sp|Q9NQ35|NRIP3_HUMAN	0	206.0	4.0	1.0	0.0	2.0	0	0	0	0	0	0.0
sp|Q03064|MOT1_CRILO	0	5.316	86.946	0	0	0	10.227	0	447.62	0	52.693	958.371
sp|E9Q7D5|ARHG5_MOUSE	0	49.202	158.462	0	79.054	0	0.0	194.696	16.337	0	3.0	7.929
sp|Q9JMH6|TRXR1_MOUSE	0	456.647	0	0.0	0	0	0	0	2.0	0	0	0.0
sp|Q2HJ51|RA51D_BOVIN	0	114.0	0	0.0	61.0	31.907	12.0	48.605	7.921	0	19.989	0.0
sp|P55031|LIPL_FELCA	0	1774.081	508.383	0	0	0	945.132	6.0	0	0	0	0
sp|Q8BYC6|TAOK3_MOUSE	0	194.444	518.0	0	0	0	0	38.41	548.462	0.0	0	0
sp|Q53UA7|TAOK3_RAT	0	194.444	518.0	0	0	139.0	27.434	38.41	0	0.0	0	0
sp|P49366|DHYS_HUMAN	0	0.0	179.316	26.526	0	151.62	0	102.217	0	0	0	0
sp|Q3UFM5|NOM1_MOUSE	0	232.0	0	0	0	0	2.261	0	0	0	0	0
sp|Q5RDS2|SKAP2_PONAB	0	31.0	0	0	3.0	0.0	0	3.0	7.0	0	19.111	1.0
sp|Q8BT42|SMIM5_MOUSE	0	143.129	0.0	0	2.219	36.377	0	0	0	0	0	8.0
sp|Q5IS87|LYNX1_SAIBB	0	196.258	32.576	749.923	6.123	103.314	14.642	364.756	257.653	228.325	0	0
sp|Q8N0V5|GNT2A_HUMAN	0	132.56	33.659	10.0	212.0	0.0	257.0	0	278.836	189.714	5.337	1.0
sp|Q0VCZ3|YTHD2_BOVIN	0	0.0	296.822	381.0	424.0	356.156	289.0	492.58	1091.637	540.0	0	0
sp|P48066|S6A11_HUMAN	0	0.0	0	0	0	0.0	0	0	0	0	0	0.0
sp|P09330|PRPS2_RAT	0	132.0	0	0	0	30.0	6.0	4.8	0	0.0	0	3.0
sp|Q8BG87|TET3_MOUSE	0	187.0	364.849	0	0	7.0	80.364	29.0	0	232.573	9.43	1.0
sp|Q6PAJ1|BCR_MOUSE	0	93.196	0	7.0	227.874	0.0	11.0	16.825	175.016	0	0	53.955
sp|F1LXF1|BCR_RAT	0	93.196	0	40.641	0	0.0	0	251.124	0	0	480.0	53.955
sp|Q9HC35|EMAL4_HUMAN	0	77.0	217.673	5.0	62.266	38.0	15.0	5.587	14.025	0.0	50.111	0.0
sp|Q8MJG1|PSIP1_BOVIN	0	105.181	0.0	0	0	261.406	131.0	0	12.749	0	56.072	0.0
sp|Q8BRH4|KMT2C_MOUSE	0	115.023	7.699	36.878	0.0	0.0	0.0	3.553	6.01	0.0	7.418	0.0
sp|Q3KRC4|GPC5C_RAT	0	221.263	213.137	455.0	325.007	8.041	0.0	0	0.0	192.677	0	303.18
sp|Q14206|RCAN2_HUMAN	0	234.783	318.207	0	0	0	705.544	213.95	315.51	0	8.985	577.362
sp|A5A6I8|RCAN2_PANTR	0	234.783	318.207	0	0	0	705.544	213.95	315.51	0	8.985	577.362
sp|Q5RE25|RCAN2_PONAB	0	234.783	318.207	0	0	0	705.544	213.95	315.51	0	8.985	577.362
sp|Q8NB46|ANR52_HUMAN	0	109.06	48.392	0	2.964	328.502	51.0	2.0	42.0	1.541	140.13	1.0
sp|Q9TV36|FBN1_PIG	0	35.0	4.0	0.0	0.0	5.653	1.0	3.0	1.375	1.0	4.0	3.0
sp|Q5R9G0|RIR2B_PONAB	0	87.0	0	18.0	0	0	0	3.254	13.674	0	72.528	72.583
sp|Q29RI0|COQ8A_BOVIN	0	89.892	0	5.503	3342.299	5640.89	8223.407	208.59	217.105	81.005	0	184.998
sp|Q99676|ZN184_HUMAN	0	61.848	4.543	0	0.0	0.0	1.633	0	7.278	12.387	37.0	3.0
sp|P19338|NUCL_HUMAN	0	3800.179	5353.198	0.0	6135.722	0	2188.271	12.639	10879.072	1.0	0	0.0
sp|Q5RF26|NUCL_PONAB	0	3800.179	5353.198	0.0	6135.722	0	2188.271	12.639	10879.072	1.0	3636.58	0.0
sp|Q9NR71|ASAH2_HUMAN	0	1.0	4.0	0	1.0	0.0	0	7.0	0	6.0	8.0	0.0
sp|Q27970|CAN1_BOVIN	0	1818.597	2671.133	182.0	2536.67	3498.123	523.0	956.406	3137.389	226.82	2880.432	1349.528
sp|Q9Y605|MOFA1_HUMAN	0	1522.298	0	0	0	1184.624	743.0	0	1140.502	487.906	2743.288	705.203
sp|Q64611|CSAD_RAT	0	0.0	0	0	7.69	7.813	43.387	0.0	9.091	8.143	0	0
sp|Q2KHV7|UBP2_BOVIN	0	906.531	0	0	0	0	0	0	0	0	0	0.0
sp|Q6QMY5|ERR1_CANLF	0	115.849	1569.273	12.674	391.38	0	0	0	1196.982	300.549	164.676	625.952
sp|P11474|ERR1_HUMAN	0	202.922	1569.273	12.674	391.38	126.311	548.744	72.598	1196.982	0.0	164.676	625.952
sp|Q8WNW3|PLAK_PIG	0	8023.239	8506.51	1608.748	0.0	14990.929	1.992	11.0	3.0	23.239	1800.18	0.0
sp|A8K7I4|CLCA1_HUMAN	0	105.0	0	0	0	0	0	0	0	0	26461.012	0.0
sp|Q91W39|NCOA5_MOUSE	0	74.638	116.986	0	124.757	61.628	218.0	0	327.105	0	23.201	190.974
sp|Q8K304|TM129_MOUSE	0	13.539	0	0	0	0	0	28.599	0	77.0	0	56.604
sp|Q9HCG8|CWC22_HUMAN	0	208.0	19.606	0	0	0	0	188.952	286.374	36.0	19.283	172.012
sp|Q95JC7|AAAT_BOVIN	0	471.0	122.734	378.609	51.974	5.101	213.876	1436.463	0	109.841	100.081	370.104
sp|Q3MHR5|SRSF2_BOVIN	0	276.301	0	170.244	106.006	326.504	353.865	1209.6	1559.255	237.305	433.424	74.524
sp|Q01130|SRSF2_HUMAN	0	276.301	0	170.244	106.006	326.504	353.865	1209.6	1559.255	237.305	433.424	74.524
sp|Q62093|SRSF2_MOUSE	0	276.301	0	170.244	106.006	326.504	353.865	1209.6	1559.255	237.305	433.424	74.524
sp|Q5R1W5|SRSF2_PANTR	0	276.301	0	170.244	106.006	326.504	353.865	1209.6	1559.255	237.305	0	74.524
sp|Q06A98|SRSF2_PIG	0	276.301	0	170.244	106.006	326.504	353.865	1209.6	1559.255	237.305	0	74.524
sp|Q6PDU1|SRSF2_RAT	0	276.301	0	170.244	106.006	326.504	353.865	1209.6	1559.255	237.305	433.424	74.524
sp|Q3T0B9|CEBPG_BOVIN	0	147.002	335.226	0	170.359	150.0	162.456	237.0	63.303	0	220.991	96.95
sp|Q6YI46|TMM64_HUMAN	0	10.0	3.425	0	103.766	37.442	53.342	7.908	105.485	147.0	81.875	100.736
sp|Q15349|KS6A2_HUMAN	0	7.0	0	0	1.0	27.932	109.677	2.446	0.0	0.0	0	0.0
sp|Q2KIA1|RCAN3_BOVIN	0	306.286	0	0	0.0	0	0	0	121.672	0	0	0
sp|Q8N0X7|SPART_HUMAN	0	285.0	170.712	0	66.027	67.996	97.848	152.749	303.825	0	61.562	149.379
sp|P97798|NEO1_MOUSE	0	28.023	0	0	0.0	0	132.256	0	3.121	0	3.0	0
sp|Q5R5W9|CE022_PONAB	0	15.0	31.778	0.0	0	15.224	0	4.543	0	0	3.0	0
sp|Q99487|PAFA2_HUMAN	0	68.0	73.882	176.597	238.228	707.0	5.978	196.68	20.813	160.0	19.209	0.0
sp|Q8BZS9|DHX32_MOUSE	0	157.069	94.657	124.567	2169.306	520.0	200.0	0.0	10.668	0	9.776	339.419
sp|Q92485|ASM3B_HUMAN	0	24.447	0	12.0	97.0	0	1.223	4.0	1.0	30.672	0.0	51.66
sp|Q5RBA3|F214B_PONAB	0	25.0	27.681	0	0.0	8.864	52.509	30.76	0	111.0	0	77.376
sp|P14136|GFAP_HUMAN	0	114.0	0	0	0	0.0	0	2.0	0	0.0	0	0
sp|P17553|WNT3_MOUSE	0	73.422	3.619	50.648	0	1.0	0.0	0.0	3.821	2.0	0	0.0
sp|Q32KZ1|IF3M_BOVIN	0	48.991	0	0	0.0	0	0	0	12.637	128.901	30.965	1.024
sp|Q6K1J1|UDB31_CANLF	0	18.376	0	0.0	0	0	0	0	1.0	0	0	0
sp|P54257|HAP1_HUMAN	0	39.428	0	0	16.0	0	0	0	0	0	2.0	6.0
sp|Q3MHE2|PRP4_BOVIN	0	55.0	0	0	29.17	0	0	0	58.427	0	0	0
sp|A2VE78|FBXL5_BOVIN	0	491.0	205.577	1245.303	198.718	81.558	201.095	2.0	481.865	460.0	1475.251	328.0
sp|Q9JJN6|CNBP1_MOUSE	0	702.988	0	0	0	0	0	0	762.655	0	0	0
sp|Q9H668|STN1_HUMAN	0	41.602	0	9.0	59.628	33.0	13.615	0	0	2.26	33.965	0
sp|Q9NRA2|S17A5_HUMAN	0	118.0	316.484	0	224.316	0	133.029	4.506	319.283	302.799	201.036	0
sp|Q75ZY9|MET_CANLF	0	0.0	0	112.0	5.0	0	2.0	4.064	0	13.0	7.0	1.0
sp|O35253|SMAD7_MOUSE	0	53.499	0.0	0	0.0	29.306	2.41	447.23	31.35	43.0	118.994	284.0
sp|Q6PD74|AAGAB_HUMAN	0	314.0	0	0	0	37.586	0	0	0	0	0	0
sp|Q6A2H1|SSDH_GORGO	0	111.0	0	200.86	0	6.97	0	0	0	103.0	0	0
sp|Q9Y5B0|CTDP1_HUMAN	0	11.809	0	0	0.0	65.0	100.331	1192.015	255.508	141.0	0	0
sp|Q9BYJ9|YTHD1_HUMAN	0	285.0	596.0	0.0	0.0	433.0	28.794	233.523	17.723	230.0	495.0	248.912
sp|Q5R824|NNRD_PONAB	0	0.0	55.05	0	0.0	18.195	269.467	0	39.984	53.373	36.156	14.708
sp|Q6PAM1|TXLNA_MOUSE	0	127.0	0	8.23	0	0.0	29.071	451.516	0	0	0	0.0
sp|A4FV52|VGLU1_BOVIN	0	10.305	0	2.0	0	0	0	1.862	2.0	0	0	0
sp|A2VE54|UN93A_BOVIN	0	0.0	9.743	23.0	42.582	33.746	0.0	0	1.377	38.0	5.033	0
sp|Q86Y38|XYLT1_HUMAN	0	2.0	21.0	4.0	1.0	2.0	2.0	0.0	5.093	0.0	541.222	10.0
sp|Q9Y6E0|STK24_HUMAN	0	148.88	0	1.0	0	0	0	9.182	0	0	0	281.471
sp|P98091|MUCS_BOVIN	0	119.489	7.0	729.0	0	1.0	1.425	4.0	10.323	573.211	0	1.0
sp|Q95204|CY561_SHEEP	0	126.471	778.987	177.207	0	0	0	0	0	78.0	0	0
sp|Q9UQF0|SYCY1_HUMAN	0	1.0	0	127.064	6.0	1.0	0	6.895	13.488	0	3.0	0
sp|Q9BV87|CNPD1_HUMAN	0	31.455	0	0	0	0	0	0	0	0	0	0
sp|Q9ULV8|CBLC_HUMAN	0	71.286	0	0.0	0	0	3.142	0	7.197	29.445	0	13.545
sp|Q91ZF1|KCJ15_RAT	0	66.0	4.506	8.0	39.311	0.0	1.0	201.615	54.122	107.365	10.0	2.0
sp|Q99MD9|NASP_MOUSE	0	133.259	415.499	0	310.795	0	110.129	558.127	457.379	38.836	0	32.413
sp|Q2KJ32|SBP1_BOVIN	0	193.308	0	0	0	0	25.0	0	0	0	12.565	0
sp|Q0P569|NUCB1_BOVIN	0	144.0	0	0	0	26.385	0	4.372	1644.933	1207.061	45.279	0
sp|Q96RJ3|TR13C_HUMAN	0	86.0	0	0	0	0.0	0	0	0	0	4.0	0
sp|Q96E16|SMI19_HUMAN	0	2.783	0	0	0.0	37.724	0.0	0	6.665	151.868	0	165.227
sp|Q5RBD8|SMI19_PONAB	0	2.783	0	0	0.0	37.724	0.0	0	6.665	151.868	0	165.227
sp|Q63503|NR1D1_RAT	0	738.602	0	316.21	663.548	14.11	0	231.295	1.675	656.13	0	0.0
sp|Q2I689|PLAL1_PIG	0	158.0	0	0	5.552	0	116.0	159.355	51.305	0.0	3.972	495.098
sp|Q63635|STX6_RAT	0	146.0	8.0	0	0	0	0	0	0	0	0	0
sp|O14594|NCAN_HUMAN	0	12.0	0	0	0	0	0	0	0	0	0	0
sp|Q5IS41|NCAN_PANTR	0	0.0	0	0	0	0	0	0	0	0	0	0
sp|Q60967|PAPS1_MOUSE	0	13.392	26.62	67.582	0	19.841	0	0	1074.514	0	719.0	0
sp|P13637|AT1A3_HUMAN	0	0.0	1.0	0.0	0.0	0.0	0	3.0	2.0	1.0	3.0	0.0
sp|Q6PIC6|AT1A3_MOUSE	0	16.245	1.0	0.0	0.0	0.0	0	3.0	2.0	1.0	3.0	0.0
sp|P06687|AT1A3_RAT	0	16.245	1.0	0.0	0.0	0.0	0	3.0	2.0	1.0	3.0	0.0
sp|Q6AYD3|PA2G4_RAT	0	84.788	3474.958	0	4197.802	39.0	1363.0	5144.439	0.0	1127.158	0	1245.0
sp|Q5E9M5|SNPC3_BOVIN	0	71.68	310.197	0	0.0	35.0	83.0	95.16	14.658	28.323	20.813	0.0
sp|Q49AG3|ZBED5_HUMAN	0	114.0	75.123	0	30.236	0.0	2.147	8.888	0	66.0	5.0	3.718
sp|Q9HB90|RRAGC_HUMAN	0	0.0	0	0	5.745	191.661	0	0	219.263	56.044	15.746	0
sp|Q8VBZ3|CLPT1_MOUSE	0	639.0	595.136	812.0	742.0	851.0	1340.0	365.614	1538.265	0	0	474.643
sp|P27049|BTG2_RAT	0	159.0	67.142	269.835	120.0	278.272	182.0	0	1.305	0	0	0
sp|O95391|SLU7_HUMAN	0	0.0	0	229.796	37.36	23.309	0.0	10.879	0	0	0	0
sp|P42785|PCP_HUMAN	0	74.0	17.163	18.0	0	2.69	0	0	2.565	0	74.462	162.0
sp|A2AUC9|KLH41_MOUSE	0	548.31	6.236	0	0	187.622	0	0	7.966	0	0	62.0
sp|Q9D850|TMM68_MOUSE	0	28.064	48.278	51.0	35.333	24.0	0	0	0	67.0	5.214	3.604
sp|Q3SZ36|TMM18_BOVIN	0	15.077	132.959	0	0	0	0	0	0	0	0	138.0
sp|Q3V1N1|MFHA1_MOUSE	0	66.461	0	1.901	0	0	5.0	0	0	0	66.91	2.0
sp|Q5RFR2|NR3L1_PONAB	0	137.891	3.155	0	0	0	0	0	0	0	0	0
sp|Q2M3W8|ZN181_HUMAN	0	7.467	9.829	0	15.0	0.0	0	4.646	4.0	65.0	0.0	0.0
sp|Q9P031|TAP26_HUMAN	0	66.905	0	0	143.0	0	105.477	668.0	201.624	158.737	0	0
sp|Q969Z4|TR19L_HUMAN	0	24.0	11.0	123.0	4.416	0	0	38.0	0.0	21.0	5.0	43.0
sp|Q8N7M5|RGMC_RAT	0	1146.691	21.765	859.797	184.0	0	0	0	0	0	0	198.938
