ID	chviCounts_noRep.csv	cabrCounts_noRep.csv	stluCounts_noRep.csv	arjaCounts_noRep.csv	lothCounts_noRep.csv	angeCounts_noRep.csv	glsoCounts_noRep.csv	noleCounts_noRep.csv	moblCounts_noRep.csv	mawaCounts_noRep.csv	ptpaCounts_noRep.csv	deroCounts_noRep.csv
RABL3	57	62	20.091	132	61.935	48	67	28.194	8.113	0	24.32	51
ZMY15	5.635	2	0	0	0	1	0	1.373	7	2	2	0
DAZP2	223.045	327.22	1681.727	1143.87	1309.591	897.079	152.916	3800.775	2774.82	393.771	9.203	669.421
DDR1	446.555	114.43	1117.123	531.054	2483.91	310.003	843.642	1176.554	1286.891	158.849	20.774	435.032
SEM4B	887.903	260.691	46.389	283.872	525.788	465.29	277	1260.65	39.41	23	583.811	18823.472
EDEM2	0	142	57.781	294.029	0	128.696	150	25.118	6.985	145.637	843.269	13.377
ZN346	1	0	6.567	1.207	7	0	8	219	0	6	4	4.224
TENS3	4	9	20.881	2	2.212	14.906	2.135	1.378	21.108	69	1215.047	39
MORN4	323	24.568	101.935	100.302	0	6.861	28.527	1.619	192.013	12	119.098	93
CLN3	41.317	0	430	57.431	121.691	17.748	9.895	9.317	42.146	118.421	24.801	70.163
ARM10	191	0	87.522	229	139	59.588	189	402	377	4	7.833	254
NIPS1	89.498	30.484	56.122	126	40	49	0	229	3.236	11	244.495	1
AVR2B	10	8	3	1	15	0	8.225	1	3	13	6	0
5HT5A	4	75	447.929	0	15	0	1	0	157.282	47	14.804	0
2-Mar	0	21.131	15	0	159	0	0	1241	7.523	54	56.399	3
PE2R1	26.262	0	4	72.26	0	3	1	0	50.224	14	25.674	2.082
B3GLT	16.331	16	16.423	0	0	30	1.712	40	1.226	0	15.808	2
FLRT3	5	1	6.651	1	3	0	0	61.689	5.17	0	1.252	0
RBM4	121.801	25.857	41.951	36.707	39.024	33.86	6.578	46.154	862.267	99.744	52.631	173.029
BHMT1	26	0	0	1.495	0	0	0	12	0	0	0	0
SSF1	249.364	197	7.769	131	1.472	158.585	100	7.463	578.461	86	275	2.856
CK5P3	207	155	373	181	209.286	186	65.272	23	112.176	169	674	61.194
SMYD2	13.886	106	122.915	116	134.769	157	266.532	15.146	30.07	28.835	51.114	7
TPST1	66	15	1.282	109	42	28	6	8	11.154	73	306	37
PGAM1	0	2032.748	24	663.96	123.825	511.109	2	42.08	10.325	298	130.478	10.414
AN13D	8	50.074	206	1.102	5.062	2.629	0	14.638	8.027	0	81	65.577
TEAD2	4.094	15.427	2.958	5	0	8	0	3.115	103.098	72.531	67	0
FUMH	55.093	1723	674.2	1048.279	792	1242.627	1522.82	3	1737.998	579	2246.016	886
KCTD9	41	226	11.084	137	40.885	55.964	150.3	5.662	35.162	58	678.057	3
SCO1	169	91.475	207.284	115.9	206	144	155	51.788	1035	168	199.705	187
EDN1	0	108	49.69	64.667	103.324	31	9.368	121	1.413	14.18	92	98.049
CCD86	161	97	295	159.088	159	130	124	765	48.56	114	304	80
PLA1A	16.603	0	1.107	1	0	1	0	0	5.749	0	0	2
MYOZ3	108	18.911	5.462	77.362	325.047	2228.555	1211.586	19	407.88	5.173	1072.355	70
RNH1	106.031	21.494	27.888	107.85	104.319	299.588	27	313.139	265.427	157	15.801	53.219
CBPQ	9	9.236	199	165	268	26	114	4.231	3	100	587.473	41.1
TMM59	17.504	743.572	25.558	1248.825	4.857	1140.303	671.996	41.427	109.942	720.137	1014.911	749.096
RBMX2	0	26	2.448	0	137	0	2.632	41	12	34.698	117.694	0
UBAD1	617.53	264	825	437.62	305	557.395	144.886	1114	417.398	213	23.914	166.457
SIA7B	125.194	208	16.16	0	110.445	36	12.552	11.444	124.05	106.008	227.485	35
MA11	4.999	43.715	17.425	73.758	7.04	45	10.767	202.997	77.316	72	0	15.457
CP2AD	3861.163	122.774	39.54	204.64	1012.88	10	220.995	26.963	4.342	299.033	16.968	7.893
MVD1	0	151	488.937	148	63.836	322	190	215.021	6.859	265	222.248	0
SH3Y1	26	161.599	155.743	221.89	533.76	154.606	121.344	34.177	136.783	0	23.862	17.739
ATPB	12069.896	19294.294	20	5366.61	14853.132	13324	46479	9610.41	27918.265	672.995	24240.663	12163.891
CPIN1	0	915.146	2401.311	424	649.162	102.696	233.893	672.785	270.239	563	1283.077	33.112
AKAP1	242.309	18.021	372.443	118.361	0	406.51	159.021	150.633	22.22	7.186	20.298	0
MAF1	148.067	30.553	590.171	371.767	469.12	2.36	64.217	134.633	243.533	515.713	2.973	1005.764
NDUA5	533.819	0	507.433	135.464	115.861	1210.136	1375.087	37.249	680.271	74.609	2100.897	64.097
BIN1	1055.318	1267.636	761.791	168.887	104.902	250.305	1316.656	117.553	50.471	0	629.666	0
COX11	0	0	269.715	22.462	338	158.26	174.293	17.045	290.07	187.852	45.263	35.55
CEP72	4.183	0	0	1.296	3	0	2	2.933	6	0	3	2
RTTN	6	0	2.097	0	0	0	1	2.097	5.235	0	3	1
PRS27	425.879	813.411	4.313	28.021	271.323	347.949	317	1179.32	61.387	912.573	530.965	1261.285
CE164	0	1	3.524	0	2.237	0	2	19.475	0	0	1.388	2
PSMD7	472.638	845	265.619	1609.612	386.107	225.815	1328.274	1624.812	2643.081	538.486	1600.152	1289.735
RM04	147	7.605	132.395	341.717	29.721	223	73.003	28.141	19.754	166	143.008	448
EPGN	96	17	26.839	0	0	0	0	25.878	17.625	0	0	0
RHOU	26	131	4.56	17	67	1	1	46	9.454	40.898	45	0
ACRBP	3	0	4	2	2	0	0	0	0	0	0	0
CNN2	379.719	0	67.95	10.755	1	521.492	0	0	1403.135	1	559.569	283.696
ODBA	92.526	210.931	60.193	249.356	352.365	16.663	169	2880.539	1478.153	27.095	632.204	0
SAC31	57.342	126	61.374	4.934	14.578	0	3	56.597	24.717	0	64.748	141
ZN268	5	5	18	0	1	2	2	65.406	3.447	0	19.598	1.998
CTCF	52.206	0	534.332	34.441	547.535	281.665	300.827	907.099	14.967	299.982	37.952	270.67
CD82	391.284	0	479.314	129.253	366.214	325.467	125	9.989	255.223	494	101.882	205.374
OMA1	32.485	95	92.127	24	15	11	0	8	0	19.85	42.018	73
SPA5L	10.571	13.695	43.954	15.463	35.584	14.473	0	5.311	4.582	32.813	23.398	94.333
ZN394	29.354	4	3.259	2.036	3	0	2	31.518	17.066	0	11.307	0
IRF3	156.626	18.927	5.716	2.861	67	10	5.292	5.184	198.413	17.197	47.944	18
MTG2	23.817	42	211	125	134.358	15.63	8.237	52.736	123.171	95	391.004	15.488
NR2CA	0	36.35	66.945	8.62	9.92	214.538	0	129.44	29.703	1.326	50.002	56.459
CLD23	49	203	280	79	189	99.753	136	964.827	39.499	441.013	461.847	101
CYTSB	2	16.79	4.507	5	1	2	0	9.098	5.017	4	4	1
S2538	16	4.662	361.613	7.527	89	16	90	3.907	7.668	193	437	43.927
ZN564	9.979	1.567	12.59	0	5	0	0	168.57	5	2	13	1.202
WDR12	190.79	176	6.037	171.763	624.518	65.967	131	281.828	708	138.247	29.092	13.926
CHSTE	7	29	1.145	37	20.358	0	2	162	172	0	4.66	45
CHFR	21	81.6	19.134	23.11	90.794	0	185.035	1594.855	83.209	14.318	200.335	226.77
DDB2	124	18	1.295	7.388	2.581	41	0	8.378	0	19.289	67	0
SPAG5	0	2.341	1.993	3	4.461	1	0	6.886	0	4	4	0
CPNE8	2	27	0	8	3	3	1.464	389	20.603	7	0	12
MALL	4612.718	12.644	1675.42	2	7679.115	1305.361	1460.192	18037.379	67.443	2962.323	40.214	3900.209
CSN4	428.935	92.016	129.693	1236.225	99.341	463	218	16.09	828.425	293	537.012	541.304
PARP2	160	69	113	84	120	0	65	113.838	8.093	0	7.213	84.365
LPCT4	0	15.055	3.196	0	46	9	1	4.823	159	2	2.761	42.63
PLDX1	15.021	0	9.861	24.297	87	0	0	2	3.976	0	2	4
TOPK	1.96	2.09	65.778	34	0	34	15	3.697	241	0	7	40
ZNF45	4	2	3	0	1	0	0	0	4	1	0	0
CC014	142.916	5.916	34.36	3.194	92	8	39	25.991	64.869	1	44.552	18.754
NSMA	8.399	74.553	52.141	6.926	39	103	6	57.605	268.683	7.452	4	3
NKPD1	0	4.281	10	29.709	212.387	52.691	7	118.288	100.943	177	4.979	0
ST7L	19.769	65	178	3	23.132	3	1.282	9.852	54.896	0	3.523	83.523
PRS7	147.338	526.94	2260.207	748.05	1564.159	623	802	1311.509	1390.996	404.763	1086.565	576.585
SUPT3	11	1	4	0	11.62	2	4	0	8.013	0	26.905	0
POPD3	0	80.505	285	82.3	379.698	216.023	360.669	36	22.444	48.359	510	132
STA5A	149.21	7	173.827	35.152	18.836	67.803	85.225	69.131	0	1	27.047	0
S35E3	28.039	1	0	6	144	16	59	4.994	124	9	19.151	4
PTN2	86.727	32.44	0	15.375	13.052	153.135	59	4.979	440.79	30.072	166.128	99
RHBD2	58	41.753	155	1	31	27	2.902	11.29	55.553	0	54	6.212
USPL1	1	5	153	2	2	2	13.144	41.591	21.523	0	11.146	77.405
RT29	12.897	0	29.484	0	209.548	196	12.167	303.649	19.334	173	646.332	36.971
DECR2	111.753	65	16.563	11.418	0	119	8.979	6.094	119	1806.422	307.255	92.076
NEIL2	18.179	7	0	1	0	6	0	17.736	6.071	3	0	2
OLFL1	61	6	10.41	5	103	6	32	0	3	0	4	0
ZN239	21	8.527	13.232	0	5	0	0	14	46.57	0	29	17.995
BZW2	443.045	1012.445	32.314	879.106	704.691	2637.635	469.025	1587	753.267	87.771	0	821.39
RPC6	23.001	179.95	0	53.724	38	35	51	29.377	3.191	3	66.506	14
CAD24	46.801	2.288	6.209	0	2	7	1	1.679	234.428	0	0	0
TEDC1	53.382	3	3.198	98	2.848	1	0	15.714	18.748	30	9	2.777
UBTD1	285.366	437.941	707	262	4.71	224.276	54.184	706.198	152.185	273	486.005	15.939
I27RA	2	3	0	0	0	0	1	2.161	36.49	0	9.019	13.657
PLCE1	5	3	1.549	1	0	9	0	2	1.523	0	2	4
ASPC1	7.408	184	12.145	161.747	1.114	169	77.718	101.17	499.032	0	16.387	216.14
SYCM	58.664	0	29.283	14.829	98	4	21	7.454	116.013	162.304	15.57	0
TMM52	145.5	301.268	41.301	124.121	42.914	259.348	156.271	27	479.685	190.033	62.723	23.821
FMNL1	11.724	0	0	24	1.228	0	0	2	0	0	0	2.577
TNNI2	11172.016	11313.445	25.136	4073.462	10202.84	25696.166	23677.882	5.499	7984.618	5910.722	14.667	1012.23
NDUBB	1034.34	653	107.547	102	329.108	341.054	1454.924	1074.348	331.293	0	14.135	0
MS3L1	31.204	258.99	3.916	35.899	216.14	0	7.679	8.601	0	5.766	809.294	145.378
ARFP2	16.837	9	8.216	0	1.029	3.083	62.244	4.454	11.092	81	11.508	21.818
YLAT2	3.616	0	2.539	35.935	56	13	4	6	0	11.126	94.32	9.002
MECR	81.604	77	7.851	99	85	101.15	33	3.439	29.037	80	147.004	68
RPGF4	9.524	7.709	5.153	16	118.991	39.55	1.121	2.105	9.425	5	5	31.041
UMPS	117.731	113	633	288	32.243	250	203.101	226	132	114.988	132	9.67
ZN213	74.427	147.99	8.966	23.867	39.805	34	7.462	3.293	77.569	93.98	51.39	0
DGAT1	7.657	0	26.088	8	64.498	40	66	152.029	45.922	0	1.773	7.233
TRXR2	60	478.013	632.638	20.573	8.681	71	152.19	174	5.913	2.922	114.639	105.496
EXT2	54.085	42.745	0	253.129	0	269	248	839.396	749.682	334	575.157	441.973
PRIPO	44	2	40.691	1	0	1	5	0	8.422	1	4	10.243
NB5R5	4.635	9	12	0	13.527	8	0	9.308	104.511	0	4.307	10
G6PT2	220.177	55.793	24.555	3.031	155	9	17	48.277	4.963	10	259.422	1.656
MCFD2	193	368.138	8.186	60.71	69.471	364.828	451.258	18.51	10.458	240.761	65.857	148.758
SRR1L	6	0	21.415	42.016	24.224	16.88	0	36.561	27.315	32.513	99.026	2
FBX44	0	0	19	55	0	0	1	3	0	0	30	9
IFT46	0	3.899	36.731	0	74.158	8.155	17.191	3	72.832	74.943	80.57	88.55
SERC2	194.352	210	116.159	34.087	106	319	274	4.864	11.075	217	39.294	94.589
LFG1	38.37	69.701	278	97.927	340	58.794	165	459.388	182.536	197	506.429	0
IDS	30	0	0	190	12.494	63.248	0	2	134	0	36.663	0
SHRPN	1.704	29.008	7.969	10.549	47.665	42.613	49.372	112.698	17.664	139.364	15.87	0
SFRP5	132	0	125	83	133	141	163	88	162	0	5.756	22.942
TM265	15.833	68.222	19.848	4.306	136.619	290.013	102.632	140.496	69.076	0	14.881	44.956
DPOD2	159	15.773	235	11.684	79.363	57	135	10.938	196.141	86.757	97.401	7.444
IKKB	99.572	0	365	114.023	139	23	2.014	138.679	76.845	25.06	6.221	103.034
PEX10	48.908	209	262.447	279.15	500.285	141.1	294.196	128.676	0	21.877	3.158	38.578
CD123	187.105	515	2018.82	335.566	307.237	375	386	151.301	0	138.951	372.483	54.405
CPSF4	72.886	0	21.628	199	137.324	117	9.823	30.107	228.925	82	26.976	19
RHG17	244	3.449	1.666	16	19.99	91	67.802	195.913	62.053	12.932	22.781	74.391
LIRA6	51	1	4	9	3	0	2.274	3	0	0	0	3.477
RM09	386	250	511	283.68	221	306	620	494.828	26.969	250	579.27	137
CHSTC	0	184	272	106	90	92	0	280.504	224.682	79.121	220	6.786
S35A1	215.504	43	293	0	81	14.849	0	3.376	255.678	0	272.745	71.478
IPMK	5	3	10.402	1.405	5.434	4.674	46.689	13	7.504	20.544	41.747	1
CCZ1	13.007	40	453	2.639	571.749	19.958	100	56.084	6.735	119.68	338.701	1
ZN350	4.744	0	12.293	5	1.287	7	1	4.106	2.529	4	1.461	0
BCL3	4.58	145	186	83	225.334	36.712	82.029	220	46.698	47	29.626	207.542
THEM6	0	71.964	465.79	8.689	610.089	3.024	27.179	1651.324	7.896	1.111	51	269.198
CPNE2	16.561	35	162	0	127	122	9.762	11.292	99.192	1	700.634	0
NKRF	25	1	5.452	12.128	29.715	1.48	0	157.767	0	0	12.794	1
ZFP3	0	36.619	4.605	9	96	0	10.182	3.001	1.578	5	110.802	0
CA131	45.097	104	25.812	93.812	37.041	93.602	129	882	462.161	0	0	24.222
TPST2	72.29	134.061	171	175.767	116	0	62	149	64.732	0	96.906	135
HB2D	1432.71	89.254	413.485	152.989	101.737	242.084	32.316	353.887	226.737	234.917	148.956	917.529
LOXL1	18	7.133	5	2	86	0	1	2	7.774	13	1.243	29.388
TAF4B	0	0	0	0	0	2	2	14.652	0	0	0	0
DRA	3503.13	281.554	252.014	938.067	222.813	295	179.045	621.552	311	725	556.121	2719.844
ZDH18	20.672	2	5.387	1.073	228	5.642	84	18.737	32.979	5	52.351	32.419
TM45B	28	186.762	403.987	564.543	783.041	24	388	2184.95	47.28	7.35	83.714	47.826
SEN15	18	89	135.317	70.858	24.54	1	30.72	1075	37.595	197	5	14
CD019	6.435	12	28.585	75	29.886	0	1	7.92	176	69.706	289.59	1
MTAP2	29	4.696	1.903	0	79.525	4.325	4.491	0	1.655	0	31.998	0
EFNA3	213.333	0	313.893	170.516	492.482	20.145	11.239	1.224	640.204	6.029	86.136	349.485
WDR92	30.318	0	10.594	21.988	4.92	8.043	78	50.441	35.163	47	0	0
AGAL	159.512	15	58.446	137	31.664	15	13.031	168	176	136.826	2.498	0
TRM11	19.753	15	0	50	67	11	5	201.667	97.906	3	18.567	0
CLD4	3928.939	49.049	2723	1033	1891.138	442.236	0	2349.942	1813.858	0	772.323	724.785
ZN622	6.333	7.747	353	36.471	163	119	132	151.199	137.022	200	384	114
MAZ	0	380.864	9.817	383.791	196.942	3.608	3	535.367	865.585	209.856	1.318	152.683
SMRC1	956.698	892.854	381.453	821	569.422	39.328	422	22.198	4.431	336.573	196.782	962
CLC2A	82.052	35.153	45.879	576.635	0	33.499	200.164	0	511	0	0	3.103
FAKD1	53	10.395	53.066	2.327	4.243	0	1	2.356	9.762	4.087	8.198	19
APLF	41.754	2	83.588	1	5.082	2	3	7.953	26.769	3	10	8
MGST1	138.612	1	1604.798	672.327	514.244	90.701	2435.232	26.088	6.2	76.81	78.238	125.75
DJB11	294.683	370	381	109.81	164.437	216	173	70.762	4.459	129	294.435	429
AL1A3	17.223	0	1.478	77	46	0	0	3	1	1	201.8	1
ABHDA	57.433	36	0	80	165.531	29.029	3.633	10.431	83.549	0	47.81	0
TBX6	3	1	0	0	0	0	4	6.562	3	0	6.748	0
B4GN4	20	1	17.304	2	4	0	1	98.089	3.864	2	6	7.508
FSTL3	37	19.218	15.535	7.733	1	1.504	34.067	7	90.702	2	128	195.511
FGR	7	659.373	0	6.678	291.604	561.273	9.892	6	2.576	0	14.252	2
MCP	2	340.632	1.521	79.715	163.575	322.93	161.816	34.072	178.143	199.059	133.105	37.645
RNH2B	352.579	8.118	4.231	63	96.191	22.869	85.335	258.193	1.941	6.891	174.369	1.959
QPCTL	21.822	3	3.145	22	43	11	0	234	19.998	13.886	11.231	0
ART2	17418.343	4588.191	29556.056	846.255	17522.575	16824.268	68.215	11030.233	116.275	4607.833	50.332	4222.483
RUS1	164.369	100	17.018	195.572	83.359	66.961	0	5.853	17.468	171	0	0
CERS2	60.051	372	72.757	3.43	4.843	61	180.046	6.816	0	393	1213.884	276.048
MTEF3	119.493	57	184.331	43.36	22.479	2.068	84	41.077	30.451	0	2.35	131.757
MBOA5	3.049	148	36.648	227.536	65	268	0	76.882	141.244	119	470.159	65
NLE1	277.66	29.221	199	27.843	0	76	44	151.635	26.778	73	81.761	0
PSRC1	66	0	7	7	6	0	4	4.483	2.631	3.249	0	3.681
CDC20	84.564	49	484.14	13.066	541.867	0	2.829	272.066	909.429	0	6.878	52
RITA1	72	0	8.02	84	9.82	44	29	85.829	4.589	2.827	22.584	63
RN187	87.714	54.189	431.083	88.551	0	146.256	127	90.69	600	106.592	261.054	306
OXND1	86	0	464.419	100	55	82	142	122	7.673	31.994	77.443	119
TTL11	9.497	0	4.889	1	1	0	3	15	10.632	0	4	0
SPT4A	272.264	195.669	181.499	259.962	9.95	8.57	0	1434	21.942	74.502	3	506
SPT4H	272.264	195.669	181.499	259.962	9.95	8.57	0	1434	21.942	74.502	3	506
SLD5	13	25	71.622	6	71	24	2	3.504	98	2	9.974	2.594
AAMP	0	678.407	1258.291	1413.838	846	554	0	11.396	640.816	322	987.235	1384
NEUA	95.431	0	257.209	226	0	160	112	4.13	512	178	1553.223	48.11
3BHS7	64	196	153.731	80	78	21	87	6.417	115.552	162.057	13.113	155
NUP35	60.952	72.845	266.615	0	0	17.615	93	71.371	88.563	123.215	198	65
TM86A	49	130	0	15.814	227.167	0	119	1.302	98.668	144	188.705	38.571
STX5	106	144	5.468	154	198	85	64.866	594.985	33.192	0	571.211	147
LZTR1	18.708	5.223	175.052	175	0	0	69	11.998	456.374	134	4.387	61.701
MPP9	1	5	3.449	0	24	1	1.727	3.144	1.994	35	6	3.828
TSN13	349.026	146.914	251.232	337.143	154	142	42.29	6.416	298.697	392	70.365	187.063
PIBF1	31.047	0	1	0	1.238	0	7.451	36.435	12.413	39	10.885	2
KI16B	45.547	205	2.968	1.537	260	170	20.435	2.402	248.768	1	3.486	8
RN166	273.296	441	199.728	355.485	137.633	245	130.991	4.767	336.65	200.082	19.671	557.733
HPCL1	317	155	217.347	0	219.024	196.789	121.222	45.617	46.374	94.447	123.527	53.647
LRC61	76	0	4.704	19	56.142	20	70	99.668	6.198	4.097	9.002	75
ASTE1	0	11	3.12	5.377	7	0	11	7.181	2.564	0	8	3
SPON2	22.936	89.763	28.158	57	36	41.649	4	126.523	5.01	23.403	114.963	79
CSRP1	64.517	347	744.386	36.371	53.13	167	34.834	21.96	10.36	31.519	1.3	719.694
CSN7A	501	230.998	283.822	0	177.949	779.959	304.927	451.062	82.566	162.53	23.227	60.854
SL9A2	1	7.96	2	0	1	0	2.577	5.965	3.158	2.406	215.988	36.718
ETHE1	41.398	14.257	71.537	35.687	106.33	64.89	82	5.287	15.918	32.321	44.568	372.073
SMIM8	4.187	0	71.488	87	71	5.334	85.708	12.062	99.373	70.519	304	84.558
NEMP1	9.358	0	5	0	1	0	10	2.928	4.275	0	5	0
BIVM	0	77	57.671	238.739	30.886	2.633	39.464	66.187	2	3	5.022	6
DGKE	0	0	26	0	8.504	1	0	0	9.272	3	30.432	1.221
FV1	37.56	0	57.796	107	0	0	0	367.179	435.917	75	203.288	137
MEIS2	8.343	0	4	4.996	2	1	3	1.753	21.731	0	110.648	2.967
NMNA3	8.509	3	2.585	6.336	67	52	49.73	154	210	144	12.317	8.654
TIFAB	0	0	0	0	0	0	0	0	0	0	0	0
CE051	55.891	127	247.413	158	183	0	36	1209.48	5.009	3.368	0	0
FLOT1	67.866	50.818	49.096	768	683	183.412	5.704	82.105	973.181	437.417	244.283	847.883
TXD15	2.663	98	3.428	13.996	114	129	151	4.734	9.011	227.582	69.813	133.591
RHG18	12	60	8.573	0	18	17.241	138	1	1.172	40.3	1011.001	194
GRL1A	1107.745	194.831	70.519	144.802	475	748.606	85.642	15.321	51.27	376	2018.137	189.389
CP087	1.561	169.308	6.332	101.264	15.994	101.093	105.913	113.692	29.345	26.81	88.928	29.43
MBOA1	6	0	49.741	0	29.544	7	260.147	24.738	0	167	12.973	0
SUMO3	755.318	494.542	1505.035	914.08	686	470	366.248	383.865	2609.137	1	1140.283	1167
VGFR1	0	139	5.827	0	15	7	0	0	71.017	0	4.799	3
I11RA	44.137	200.921	28.259	414	69.931	7.35	382	11	46.236	52.969	2	58.927
ILEU	269.206	0	94.362	174.164	635.954	1245.335	133.137	1042.458	1839.903	731	1197.169	607.184
TLR6	1	0	7	0	0	0	2	2.31	7	0	27.664	9
STAC3	11.338	1.842	538.147	167.715	448.778	2574.782	2768.915	552.219	2247.184	434.174	3125.176	648.806
L10K	576.986	897.855	802.848	441.472	560	1533.533	466.533	13.93	215.823	430.113	1054.603	37
KIZ	0	11.733	46.241	59.982	10	0	24	4.465	76.362	8.258	271	7
ZCHC2	1	18	12.018	1.211	7	10	3	2	38.177	14	13.078	2
GGPPS	59.468	65.619	22.407	117	40.531	155	10.041	288.844	0	63.8	0	106.904
STPAP	2.123	13.463	110.515	102	5.392	7	86	107.881	86.287	87.386	31.987	1.184
ARHGJ	41.519	6.632	13.74	0	47.832	171	0	70.665	386	86	2.386	39.676
AR6P4	30.99	68.634	9.641	0	182	126	42.686	269.101	298.657	25	33.176	30.376
IMA1	71.41	165	237.89	193.636	0	286.171	129	868.732	0	13.683	203.19	32.587
SSRA	531.182	153.593	175.783	254.122	1242.538	450.339	613	70.749	106.174	498.695	7.797	151.158
AT10A	33	0	4.081	2	2	16	8.499	3	2.048	2	4	10
G2E3	3.185	0	3	2	3.435	13	1	4.64	0	0	4	2
HYEP	48.308	155.674	4.502	168.465	0	95	201.588	109.089	4.385	72	4.391	0
KDF1	0	103	14.023	105.672	194.567	120	6.26	16.789	182.784	82	14.249	72.75
ZN205	84	0	27.395	4.329	29	6	4.221	15.703	3.255	7.861	251	18
SYRM	1	0	21.189	10	2	0	6	0	7.195	2	6.207	3
MB12A	235.298	122.551	82.605	507.541	111.201	470.427	202.855	316.888	10.903	406.864	348.906	1112.233
RN122	17	2.137	15.13	113.236	0	0	126	30.257	72	39	20.276	51
CHST2	25.349	0	28	171	47	3	34	7	394	1	2	100
DDX59	9.062	14	7.048	117.252	106	15	0	9.232	0	2	31.084	4.721
FKBP8	39.888	192	1832.016	857	1224	1106	791.263	2656.061	2342.38	63.672	1.73	38.024
TBP	22.511	1.274	5.107	241.913	140.335	83	16	30.271	12.929	85	35	130
EIF1	2.062	1750.426	717.506	6228.01	9088.486	1702.454	1793.346	9788.928	0	7065.101	9690.068	7526.978
SAFB1	25.783	235.76	656.408	726.871	110.966	286.36	4.679	7.272	0	18.98	72.185	126.883
SPB1	138.183	232	0	0	166.746	292	207	658.158	34.657	6.891	1194.451	107.822
MSX1	55	19.456	5.982	4	4	8	4	0	30	2	7	65
ARFRP	125.274	455	874.397	59.773	9.036	100.835	0	249.101	226.632	3	7.163	7.108
MFSD5	163.866	356	785	191	376.479	293.281	230	1335.088	111.891	12.214	6.005	310
SDE2	1.072	440	233.491	234	40.047	0	184	409.926	93.846	19.402	294.768	2
EGFL8	18.461	6	4	0	48	4.045	46	5.526	16.051	2	45.015	0
AEBP1	10	1	4.504	0	18	9.203	5.013	3.282	1.523	0	5	1
TSP3	38.39	16	14.276	0	6.339	1	0	5.214	22	2	3.268	19.528
DRG2	0	193	13.463	156.722	151	18.42	7.498	17.673	14.022	40	301.641	185.88
HYAS3	2	1.988	4	1	6	1	0	26	0	1	2	1.58
BTF3	0	1736.127	350.743	294.136	297.495	1657.785	286.441	907.627	0	238.772	4975.052	2840.529
TP8L3	5	7	21.471	2.276	0	0	0	240	10.502	1	7	0
RHEB	183.867	73.523	1622.896	186.508	767	208	18.202	33.897	679.844	575.235	249.345	35.463
TV23B	431.683	207	116.31	83.427	388.806	0	0	133.63	599	29.686	28.176	31.717
TATD3	41	22.545	89.402	46.199	3.579	11.566	0	7.512	7.816	7	128.538	1.588
MEN1	230.035	0	22.249	168	107.064	133	0	344	16.541	14.485	377	14.208
MTND	7.461	254.642	377.6	0	606.007	238.017	16	468.206	47.289	48.282	517.888	23.366
S22AI	0	46.929	11.004	51.562	62	16.399	16	0	21.664	12	53.01	8
LRC38	0	31.954	3.4	5	60	13	1.632	1.902	659.58	1	6	3
PRDX3	38.274	854	16.913	1857.33	759	687.204	40.965	211.083	159.211	325.237	1453.242	12.027
DMAC2	215.012	166.634	32.077	93.406	243	179.234	554.509	10.696	98.132	9.445	32.184	16.735
S66A3	73.276	96	27.101	273	176	27.612	159	1726.583	0	103	402.389	189
IL36B	655.071	31.375	316	115	5.183	140	7.158	714	22.846	33.418	0	2917.053
ARP5L	38.979	1.616	1221.838	42.794	91.626	194	364	94.934	301.567	370	828.549	37.408
SGT1	0	15.877	48.3	180	203.664	35.813	3.414	9.095	155.656	127	272.241	39.505
TCTA	125.27	123.43	155.673	34.018	0	10.998	59.513	21.42	284.975	93.875	343.206	2.14
TBRG1	12.759	32	63.649	0	11.308	120.543	0	93.855	33.35	18	149.07	20.099
PGAP2	46.717	24.398	188.817	116.01	43.257	0	37.344	16.133	139.528	11.376	4	2.476
ZN618	0	0	3	0	0	0	0	6	2	1	9	0
ORAI3	6	2	8.734	2	2	5	0	14	355.886	57	322	0
TPMT	84	21.875	15.858	8.035	0	4.606	87	11214.777	50.673	115	45.13	52.25
AL7A1	1.167	223	222.332	99.648	305	159.938	203	94.085	35.392	627	1860.391	315.151
SENP8	2.697	9	21.356	0	33	0	0	22	4.363	0	30	1
BAALC	0	0	2.294	0	7	8	0	6.837	4.218	3	5	1.405
HBAP1	20	7.802	41.824	10.145	8	14	0	56.885	24.635	120	83.751	80.681
BPIB3	86.73	23	29.496	5.582	5.519	28	10.437	361	69.445	3	25.875	1
CAPZB	635.708	0	1285.831	458.673	303.157	346.982	163.608	3.399	4	384.921	916.966	592.767
VGLL3	7.392	3	2.526	13	0	0	0	2	0	1	13	0
PML	74.587	0	4.223	0	0	0	5	99.449	23.937	40	12.572	0
CK095	11	3	42.886	6	7	1	0	11	7	0	0	1
OLA1	478	234	3.642	323	0	0	308.478	19.314	317.415	62.677	663.304	216.523
INPP	4.441	164	28.69	55.833	19	135.798	180.304	53.79	638	172	366.018	43
DHR13	22.511	1	5	4.873	3	1	0	1.132	0	2	8.646	0
PLCB4	2	19.367	9	3.951	2.58	0	0	0	3.772	247.732	148.789	1
HSF1	630.497	292	555.813	0	174.294	178.906	59	214.392	237.509	111.452	234.859	140.253
PNKP	0	307	10.508	53.838	2.765	98	8.161	38.062	8.12	0	176.917	6.187
CCS	32	57	79	78	0	95	4.138	263.665	499.97	2	227.035	17.67
